,Symbol,Contract_Type,Product_Name,Asset_Class_Id
798,AL8,Future,PJM DPL Zone Peak Calendar-Month Day-Ahead LMP Futures,2
799,AD6,Future,PJM Duquesne Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,2
800,AD5,Future,PJM Duquesne Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,2
801,AF4,Future,PJM Eastern Hub Off-Peak Calendar-Month Day-Ahead LMP Futures,2
802,AE9,Future,PJM Eastern Hub Peak Calendar-Month Day-Ahead LMP Futures,2
803,AF2,Future,PJM JCPL Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,2
804,AJ2,Future,PJM JCPL Zone Peak Calendar-Month Day-Ahead LMP Futures,2
805,A46,Future,PJM METED Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,2
806,A47,Future,PJM METED Zone Peak Calendar-Month Day-Ahead LMP Futures,2
807,B6L,Future,PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures,2
808,B6L-B6L,Future,PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures,2
809,B6L:SA,Future,PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures,2
810,B6L:SB,Future,PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures,2
811,AB3,Future,PJM Northern Illinois Hub 5 MW Peak Calendar-Month Real-Time LMP Futures,2
812,AB3-AB3,Future,PJM Northern Illinois Hub 5 MW Peak Calendar-Month Real-Time LMP Futures,2
813,UDL,Future,PJM Northern Illinois Hub Calendar-Day Peak LMP Futures,2
814,PNL,Future,PJM Northern Illinois Hub Day-Ahead Peak Calendar-Day 5 MW Futures,2
815,PNL:SA,Future,PJM Northern Illinois Hub Day-Ahead Peak Calendar-Day 5 MW Futures,2
816,PW:XS,Future,PJM Northern Illinois Hub Day-Ahead Peak Calendar-Day 5 MW Futures,2
817,L3L,Future,PJM Northern Illinois Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures,2
818,L3L-L3L,Future,PJM Northern Illinois Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures,2
819,L3L-B6L,Future,PJM Northern Illinois Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures,2
820,L3L:SA,Future,PJM Northern Illinois Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures,2
821,L3L:SB,Future,PJM Northern Illinois Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures,2
822,PW:XS,Future,PJM Northern Illinois Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures,2
823,N3L,Future,PJM Northern Illinois Hub Day-Ahead LMP Peak Calendar-Month 5 MW Futures,2
824,N3L-N3L,Future,PJM Northern Illinois Hub Day-Ahead LMP Peak Calendar-Month 5 MW Futures,2
825,N3L:SA,Future,PJM Northern Illinois Hub Day-Ahead LMP Peak Calendar-Month 5 MW Futures,2
826,N3L:SB,Future,PJM Northern Illinois Hub Day-Ahead LMP Peak Calendar-Month 5 MW Futures,2
827,PW:XS,Future,PJM Northern Illinois Hub Day-Ahead LMP Peak Calendar-Month 5 MW Futures,2
828,NOI,Future,PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Day 5 MW Futures,2
829,NOI:SA,Future,PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Day 5 MW Futures,2
830,POL,Future,PJM Northern Illinois Hub  Day-Ahead Off-Peak Calendar-Day 5 MW Futures,2
831,POL:SA,Future,PJM Northern Illinois Hub  Day-Ahead Off-Peak Calendar-Day 5 MW Futures,2
832,PW:XS,Future,PJM Northern Illinois Hub  Day-Ahead Off-Peak Calendar-Day 5 MW Futures,2
833,JDL,Future,PJM Western Hub Real-Time Peak Calendar-Day 5 MW Futures,2
834,"JDL-GNL,
JDL-PTL,
JD",Future,PJM Western Hub Real-Time Peak Calendar-Day 5 MW Futures,2
835,A4P,Future,PJM PECO Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,2
836,A4N,Future,PJM PECO Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,2
837,A50,Future,PJM PENELEC Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,2
838,A49,Future,PJM PENELEC Zone Peak Calendar-Month Day-Ahead LMP Futures,2
839,AQ8,Future,PJM PEPCO Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,2
840,AR8,Future,PJM PEPCO Zone Peak Calendar-Month Day-Ahead LMP 5 MW Futures,2
841,AF5,Future,PJM PPL Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,2
842,AL5,Future,PJM PPL Zone Peak Calendar-Month Day-Ahead LMP Futures,2
843,AW6,Future,PJM PSEG Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,2
844,AL6,Future,PJM PSEG Zone Peak Calendar-Month Day-Ahead LMP 5 MW Futures,2
845,WPL,Future,PJM Western Hub Day-Ahead Peak Calendar-Day 5 MW Futures,2
846,WPL:SA,Future,PJM Western Hub Day-Ahead Peak Calendar-Day 5 MW Futures,2
847,PW:XS,Future,PJM Western Hub Day-Ahead Peak Calendar-Day 5 MW Futures,2
848,N9L,Future,PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures,2
849,N9L-N9L,Future,PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures,2
850,"N9L-D2L,
N9L-H2L,
N9",Future,PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures,2
851,N9L:SA,Future,PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures,2
852,N9L:SB,Future,PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures,2
853,PW:XS,Future,PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures,2
854,J4L,Future,PJM Western Hub Day-Ahead Peak Calendar-Month 5 MW Futures,2
855,J4L-J4L,Future,PJM Western Hub Day-Ahead Peak Calendar-Month 5 MW Futures,2
856,J4L-D7L,Future,PJM Western Hub Day-Ahead Peak Calendar-Month 5 MW Futures,2
857,J4L:SA,Future,PJM Western Hub Day-Ahead Peak Calendar-Month 5 MW Futures,2
858,J4L:SB,Future,PJM Western Hub Day-Ahead Peak Calendar-Month 5 MW Futures,2
859,PW:XS,Future,PJM Western Hub Day-Ahead Peak Calendar-Month 5 MW Futures,2
860,AL1,Future,PJM Western Hub Peak Calendar-Month Real-Time LMP Futures,2
861,AL1-AL1,Future,PJM Western Hub Peak Calendar-Month Real-Time LMP Futures,2
862,AL1:SA,Future,PJM Western Hub Peak Calendar-Month Real-Time LMP Futures,2
863,WOL,Future,PJM Western Hub Real-Time Off-Peak Calendar-Day 5 MW Futures,2
864,WOL:SA,Future,PJM Western Hub Real-Time Off-Peak Calendar-Day 5 MW Futures,2
865,PWL,Future,PJM Western Hub  Day-Ahead Off-Peak Calendar-Day 5 MW Futures,2
866,PWL:SA,Future,PJM Western Hub  Day-Ahead Off-Peak Calendar-Day 5 MW Futures,2
867,PW:XS,Future,PJM Western Hub  Day-Ahead Off-Peak Calendar-Day 5 MW Futures,2
869,DEB,Future,German Power Baseload Calendar Month Futures,2
870,DEB-DEB,Future,German Power Baseload Calendar Month Futures,2
871,DEB:SA,Future,German Power Baseload Calendar Month Futures,2
872,DEB:SB,Future,German Power Baseload Calendar Month Futures,2
873,DEP,Future,German Power Peakload Calendar Month Futures,2
874,DEP-DEP,Future,German Power Peakload Calendar Month Futures,2
875,DEP:SA,Future,German Power Peakload Calendar Month Futures,2
876,DEP:SB,Future,German Power Peakload Calendar Month Futures,2
877,ITB,Future,Italian Power Baseload (GME) Calendar Month Futures,2
878,ITB-ITB,Future,Italian Power Baseload (GME) Calendar Month Futures,2
879,ITB:SA,Future,Italian Power Baseload (GME) Calendar Month Futures,2
880,ITB:SB,Future,Italian Power Baseload (GME) Calendar Month Futures,2
881,ITP,Future,Italian Power Peakload (GME) Calendar Month Futures,2
882,ITP-ITP,Future,Italian Power Peakload (GME) Calendar Month Futures,2
883,ITP:SA,Future,Italian Power Peakload (GME) Calendar Month Futures,2
884,ITP:SB,Future,Italian Power Peakload (GME) Calendar Month Futures,2
885,JBT,Future,Japanese Power (Day-Ahead) Tokyo Base-Load Futures,2
886,JPT,Future,Japanese Power (Day-Ahead) Tokyo Peak-Load Futures,2
887,JBK,Future,Japanese Power (Day-Ahead) Kansai Base-Load Futures,2
888,JPK,Future,Japanese Power (Day-Ahead) Kansai Peak-Load Futures,2
890,ECF,Future,European Union Allowance (EUA) Futures,2
891,ECF-ECF,Future,European Union Allowance (EUA) Futures,2
892,LCS,Future,California Low Carbon Fuel Standard (OPIS) Futures,2
893,LCS-LCS,Future,California Low Carbon Fuel Standard (OPIS) Futures,2
894,RGI,Future,Regional Greenhouse Gas Initiative (RGGI) Futures CO2 Allowance Futures,2
895,RGI-RGI,Future,Regional Greenhouse Gas Initiative (RGGI) Futures CO2 Allowance Futures,2
896,GEO,Future,CBL Global Emissions Offset Futures,2
905,CGO,Future,CBL Core Global Emissions Offset (C-GEO) Futures,2
906,CGO-CGO,Future,CBL Core Global Emissions Offset (C-GEO) Futures,2
907,CGO-GEO,Future,CBL Core Global Emissions Offset (C-GEO) Futures,2
908,CGO-NGO,Future,CBL Core Global Emissions Offset (C-GEO) Futures,2
910,UME,Future,Urea (Granular) FOB Middle East Futures,2
911,UME-UME,Future,Urea (Granular) FOB Middle East Futures,2
912,UFV,Future,Urea (Granular) FOB US Gulf Futures,2
913,UFV-UFV,Future,Urea (Granular) FOB US Gulf Futures,2
914,UFE,Future,Urea (Granular) FOB Eqypt Futures,2
915,UFE-UFE,Future,Urea (Granular) FOB Eqypt Futures,2
916,UFB,Future,Urea (Granular) CFR Brazil Futures,2
917,UFB-UFB,Future,Urea (Granular) CFR Brazil Futures,2
918,DFN,Future,DAP FOB NOLA Futures,2
919,DFN-DFN,Future,DAP FOB NOLA Futures,2
920,UNO,Future,UAN FOB NOLA Futures,2
921,UNO-UNO,Future,UAN FOB NOLA Futures,2
922,MFC,Future,MAP CFR Brazil Futures,2
923,MFC-MFC,Future,MAP CFR Brazil Futures,2
925,FLP,Future,Freight Route Liquid Petroleum Gas (BLPG1) (Baltic) Futures,2
926,FLB,Future,Freight Route Liquid Petroleum Gas (BLPG1) (Baltic) BALMO Futures,2
927,FLJ,Future,Freight Route Liquid Petroleum Gas (BLPG3) (Baltic) Futures,2
928,TM,Future,Freight Route TC2 (Baltic) Futures,2
929,TM-TM,Future,Freight Route TC2 (Baltic) Futures,2
930,TM:SA,Future,Freight Route TC2 (Baltic) Futures,2
931,TMB,Future,Freight Route TC2 (Baltic) BALMO Futures,2
932,TMD,Future,Mini Freight Route TC2 (Baltic) Daily Futures,2
933,TH,Future,Freight Route TC5 (Platts) Futures,2
934,TH-TH,Future,Freight Route TC5 (Platts) Futures,2
935,TH:SA,Future,Freight Route TC5 (Platts) Futures,2
936,TH:SB,Future,Freight Route TC5 (Platts) Futures,2
937,TC6,Future,Freight Route TC6 (Baltic) Futures,2
938,TC6-TC6,Future,Freight Route TC6 (Baltic) Futures,2
939,TC6:SA,Future,Freight Route TC6 (Baltic) Futures,2
940,TC6:SB,Future,Freight Route TC6 (Baltic) Futures,2
941,TC7,Future,Freight Route TC7 (Baltic) Futures,2
942,T6B,Future,Freight Route TC6 (Baltic) BALMO Futures,2
943,FRS,Future,Freight Route TC12 (Baltic) Futures,2
944,FRS-FRS,Future,Freight Route TC12 (Baltic) Futures,2
945,FRS:SA,Future,Freight Route TC12 (Baltic) Futures,2
946,FRS:SB,Future,Freight Route TC12 (Baltic) Futures,2
947,TB2,Future,Freight Route TC12 (Baltic) BALMO Futures,2
948,FRC,Future,Freight Route TC14 (Baltic) Futures,2
949,FRC-FRC,Future,Freight Route TC14 (Baltic) Futures,2
950,FRC:SA,Future,Freight Route TC14 (Baltic) Futures,2
951,FRC:SB,Future,Freight Route TC14 (Baltic) Futures,2
952,T4B,Future,Freight Route TC14 (Baltic) BALMO Futures,2
953,T4D,Future,Mini Freight Route TC14 (Baltic) Daily Futures,2
954,T5C,Future,Freight Route TC15 (Baltic) Futures,2
955,T5C-T5C,Future,Freight Route TC15 (Baltic) Futures,2
956,T5C:SB,Future,Freight Route TC15 (Baltic) Futures,2
957,T5B,Future,Freight Route TC15 (Baltic) BALMO Futures,2
958,T8C,Future,Freight Route TC18 (Baltic) Futures,2
959,TL,Future,Freight Route TD3C (Baltic) Futures,2
960,TL-TL,Future,Freight Route TD3C (Baltic) Futures,2
961,TL:SA,Future,Freight Route TD3C (Baltic) Futures,2
962,TL:SB,Future,Freight Route TD3C (Baltic) Futures,2
963,TLB,Future,Freight Route TD3C (Baltic) BALMO Futures,2
964,TD3,Future,Freight Route TD3C (Platts) Futures,2
965,TD3-TD3,Future,Freight Route TD3C (Platts) Futures,2
966,TD3:SA,Future,Freight Route TD3C (Platts) Futures,2
967,TD3:SB,Future,Freight Route TD3C (Platts) Futures,2
968,TLD,Future,Mini Freight Route TD3C (Baltic) Daily Futures,2
969,TK,Future,Freight Route TD7 (Baltic) Futures,2
970,TK-TK,Future,Freight Route TD7 (Baltic) Futures,2
971,TK:SA,Future,Freight Route TD7 (Baltic) Futures,2
972,TK:SB,Future,Freight Route TD7 (Baltic) Futures,2
973,TKB,Future,Freight Route TD7 (Baltic) BALMO Futures,2
974,TD8,Future,Freight Route TD8 (Baltic) Futures,2
975,TD8-TD8,Future,Freight Route TD8 (Baltic) Futures,2
976,TD8:SB,Future,Freight Route TD8 (Baltic) Futures,2
977,T8B,Future,Freight Route TD8 (Baltic) BALMO Futures,2
978,TDM,Future,Freight Route TD19 (Baltic) Futures,2
979,T2D,Future,Freight Route TD20 (Baltic) Futures,2
980,T2D-T2D,Future,Freight Route TD20 (Baltic) Futures,2
981,T2D:SB,Future,Freight Route TD20 (Baltic) Futures,2
982,T2B,Future,Freight Route TD20 (Baltic) BALMO Futures,2
983,T2M,Future,Mini Freight Route TD20 (Baltic) Daily Futures,2
984,XUK,Future,Cross North Sea Dirty Freight 80kt (Platts) Futures,2
985,XUK-XUK,Future,Cross North Sea Dirty Freight 80kt (Platts) Futures,2
986,XUK:SA,Future,Cross North Sea Dirty Freight 80kt (Platts) Futures,2
987,XUK:SB,Future,Cross North Sea Dirty Freight 80kt (Platts) Futures,2
988,XUB,Future,Cross North Sea Dirty Freight 80kt (Platts) BALMO Futures,2
989,ACB,Future,Freight Route TD22 (Baltic) Futures,2
990,ACB-ACB,Future,Freight Route TD22 (Baltic) Futures,2
991,ACB:SA,Future,Freight Route TD22 (Baltic) Futures,2
992,ACB:SB,Future,Freight Route TD22 (Baltic) Futures,2
993,AEB,Future,Freight Route TD25 (Baltic) Futures,2
994,AEB-AEB,Future,Freight Route TD25 (Baltic) Futures,2
995,AEB:SA,Future,Freight Route TD25 (Baltic) Futures,2
996,AEB:SB,Future,Freight Route TD25 (Baltic) Futures,2
1001,TF2,Future,Freight Route Middle East to UK Continent (TC20) (Baltic) Futures,2
1002,TFB,Future,Freight Route Middle East to UK Continent (TC20) (Baltic) BALMO Futures,2
1003,USE,Future,USGC to UK Continent (Platts) Dirty Freight Futures,2
1004,USE-USE,Future,USGC to UK Continent (Platts) Dirty Freight Futures,2
1005,USE:SA,Future,USGC to UK Continent (Platts) Dirty Freight Futures,2
1006,USE:SB,Future,USGC to UK Continent (Platts) Dirty Freight Futures,2
1007,CS1,Future,Container Freight (China/East Asia to US West Coast) (FBX01) (Baltic) Futures,2
1008,CS2,Future,Container Freight (US West Coast to China/East Asia) (FBX02) (Baltic) Futures,2
1009,CS3,Future,Container Freight (China/East Asia to US East Coast) (FBX03) (Baltic) Futures,2
1010,CS4,Future,Container Freight (China/East Asia to North Europe) (FBX11) (Baltic) Futures,2
1011,CS5,Future,Container Freight (North Europe to China/East Asia) (FBX12) (Baltic) Futures,2
1012,CS6,Future,Container Freight (China/East Asia to Mediterranean) (FBX13) (Baltic) Futures,2
1014,R5F,Future,European FOB Rdam Marine Fuel 0.5% Barges (Platts) Futures,2
1015,R5B,Future,European FOB Rdam Marine Fuel 0.5% Barges (Platts) BALMO Futures,2
1016,R53,Future,European FOB Rdam Marine Fuel 0.5% (Platts) vs. European 3.5% FOB Barges (Platts) Futures,2
1017,R5E,Future,European FOB Rdam Marine Fuel 0.5% (Platts) vs. European 3.5% FOB Barges (Platts) BALMO Futures,2
1018,R5O,Future,Micro European FOB Rdam Marine Fuel 0.5% Barges (Platts) Futures,2
1019,S5O,Future,Micro Singapore FOB Marine Fuel 0.5% (Platts) Futures,2
1020,R5M,Future,Mini European FOB Rdam Marine Fuel 0.5% Barges (Platts) Futures,2
1021,RBM,Future,Mini European FOB Rdam Marine Fuel 0.5% Barges (Platts) BALMO Futures,2
1022,S5M,Future,Mini Singapore FOB Marine Fuel 0.5% (Platts) Futures,2
1023,SBM,Future,Mini Singapore FOB Marine Fuel 0.5% (Platts) BALMO Futures,2
1024,S5F,Future,Singapore FOB Marine Fuel 0.5% (Platts) Futures,2
1025,S5B,Future,Singapore FOB Marine Fuel 0.5% (Platts) BALMO Futures,2
1026,SR5,Future,Singapore FOB Marine Fuel 0.5% (Platts) vs. European FOB Rdam Marine Fuel 0.5% Barges (Platts) Futures,2
1027,SRB,Future,Singapore FOB Marine Fuel 0.5% (Platts) vs. European FOB Rdam Marine Fuel 0.5% Barges (Platts) BALMO Futures,2
1028,S53,Future,Singapore FOB Marine Fuel 0.5% (Platts) vs. Singapore 380 CST Fuel Oil (Platts) Futures,2
1029,H5F,Future,USGC Marine Fuel 0.5% Barges (Platts) Futures,2
1030,H5B,Future,USGC Marine Fuel 0.5% Barges (Platts) BALMO Futures,2
1031,H5G,Future,USGC Marine Fuel 0.5% Barges (Platts) vs. Gulf Coast HSFO (Platts) Futures,2
1032,HGB,Future,USGC Marine Fuel 0.5% Barges (Platts) vs. Gulf Coast HSFO (Platts) BALMO Futures,2
1033,UP5,Future,USGC Marine Fuel 0.5% Barges (Platts) (mt) Futures,2
1034,UPB,Future,USGC Marine Fuel 0.5% Barges (Platts) (mt) BALMO Futures,2
1035,UPM,Future,USGC Marine Fuel 0.5% Barges (Platts) (mt) vs. European FOB Rdam Marine Fuel 0.5% Barges (Platts) Futures,2
1036,BPU,Future,USGC Marine Fuel 0.5% Barges (Platts) (mt) vs. European FOB Rdam Marine Fuel 0.5% Barges (Platts) BALMO Futures,2
1037,LBU,Future,"Gulf Coast UCO (Argus) (60,000 lb) Futures",2
1039,QG,Future,E-mini Natural Gas Futures,2
1040,QG-QG,Future,E-mini Natural Gas Futures,2
1041,NG,Future,Henry Hub Natural Gas Futures,2
1042,NG-NG,Future,Henry Hub Natural Gas Futures,2
1045,NG:SA,Future,Henry Hub Natural Gas Futures,2
1046,NG-HH,Future,Henry Hub Natural Gas Futures,2
1047,NG-NN,Future,Henry Hub Natural Gas Futures,2
1048,NG:SB,Future,Henry Hub Natural Gas Futures,2
1049,NG:WS,Future,Henry Hub Natural Gas Futures,2
1050,NG:XS,Future,Henry Hub Natural Gas Futures,2
1051,MNG,Future,Micro Henry Hub Natural Gas Futures,2
1052,MNG-MNG,Future,Micro Henry Hub Natural Gas Futures,2
1053,NGT,Future,Henry Hub Natural Gas Futures TAS,2
1054,NGT-NGT,Future,Henry Hub Natural Gas Futures TAS,2
1055,NN,Future,Henry Hub Natural Gas Last Day Financial Futures,2
1056,NN-NN,Future,Henry Hub Natural Gas Last Day Financial Futures,2
1057,NN:SA,Future,Henry Hub Natural Gas Last Day Financial Futures,2
1058,NN:SB,Future,Henry Hub Natural Gas Last Day Financial Futures,2
1059,NN:WS,Future,Henry Hub Natural Gas Last Day Financial Futures,2
1060,NNT,Future,Henry Hub Natural Gas Last Day Financial Futures TAS,2
1061,NNT-NNT,Future,Henry Hub Natural Gas Last Day Financial Futures TAS,2
1062,NNE,Future,Henry Hub Natural Gas Last Day Financial Futures in Units per Month,2
1063,HH,Future,Henry Hub Natural Gas Look-Alike Last Day Financial Futures,2
1064,HH-HH,Future,Henry Hub Natural Gas Look-Alike Last Day Financial Futures,2
1065,HH:BF,Future,Henry Hub Natural Gas Look-Alike Last Day Financial Futures,2
1066,HH-NN,Future,Henry Hub Natural Gas Futures,2
1067,HH:SA,Future,Henry Hub Natural Gas Look-Alike Last Day Financial Futures,2
1068,HH:SB,Future,Henry Hub Natural Gas Look-Alike Last Day Financial Futures,2
1069,HH:WS,Future,Henry Hub Natural Gas Look-Alike Last Day Financial Futures,2
1070,HH-NBP,Future,Henry Hub Natural Gas Look-Alike Last Day Financial Futures,2
1071,HHT,Future,Henry Hub Natural Gas Last-day Financial Futures TAS,2
1072,HHT-HHT,Future,Henry Hub Natural Gas Last-day Financial Futures TAS,2
1073,HP,Future,Henry Hub Natural Gas Look-Alike Penultimate Financial Futures,2
1074,HP-HP,Future,Henry Hub Natural Gas Look-Alike Penultimate Financial Futures,2
1075,"HP-HH, HP-NG",Future,Henry Hub Natural Gas Look-Alike Penultimate Financial Futures,2
1076,NPG,Future,Henry Hub Natural Gas Penultimate Financial Futures,2
1077,NPG-NPG,Future,Henry Hub Natural Gas Penultimate Financial Futures,2
1078,NPG:SA,Future,Henry Hub Natural Gas Penultimate Financial Futures,2
1079,NPG-NNE,Future,Henry Hub Natural Gas Penultimate Financial Futures,2
1080,NBP,Future,UK NBP Natural Gas (USD/MMBtu) (ICIS Heren) Front Month Futures,2
1081,NBP-NBP,Future,UK NBP Natural Gas (USD/MMBtu) (ICIS Heren) Front Month Futures,2
1082,NBP: SA,Future,UK NBP Natural Gas (USD/MMBtu) (ICIS Heren) Front Month Futures,2
1083,NBP: SB,Future,UK NBP Natural Gas (USD/MMBtu) (ICIS Heren) Front Month Futures,2
1084,NBP: WS,Future,UK NBP Natural Gas (USD/MMBtu) (ICIS Heren) Front Month Futures,2
1085,TTE,Future,Dutch TTF Natural Gas (USD/MMBtu)(ICIS Heren) Front Month Futures,2
1086,TTE-TTE,Future,Dutch TTF Natural Gas (USD/MMBtu)(ICIS Heren) Front Month Futures,2
1087,TTE: SA,Future,Dutch TTF Natural Gas (USD/MMBtu)(ICIS Heren) Front Month Futures,2
1088,TTE: SB,Future,Dutch TTF Natural Gas (USD/MMBtu)(ICIS Heren) Front Month Futures,2
1089,TTE: WS,Future,Dutch TTF Natural Gas (USD/MMBtu)(ICIS Heren) Front Month Futures,2
1090,NYP,Future,Henry Hub NBP (ICIS Heren) Natural Gas Spread Futures,2
1091,NYP: SA,Future,Henry Hub NBP (ICIS Heren) Natural Gas Spread Futures,2
1092,NYP: SB,Future,Henry Hub NBP (ICIS Heren) Natural Gas Spread Futures,2
1093,NYP:WS,Future,Henry Hub NBP (ICIS Heren) Natural Gas Spread Futures,2
1094,THD,Future,NYMEX Henry Hub TTF (ICIS Heren) Natural Gas Spread Futures,2
1095,THD:SA,Future,NYMEX Henry Hub TTF (ICIS Heren) Natural Gas Spread Futures,2
1096,THD:SB,Future,NYMEX Henry Hub TTF (ICIS Heren) Natural Gas Spread Futures,2
1097,THD:WS,Future,NYMEX Henry Hub TTF (ICIS Heren) Natural Gas Spread Futures,2
1098,UKG,Future,UK NBP Natural Gas Calendar Month Futures,2
1099,UKG-UKG,Future,UK NBP Natural Gas Calendar Month Futures,2
1100,UKG: SA,Future,UK NBP Natural Gas Calendar Month Futures,2
1101,UKG: SB,Future,UK NBP Natural Gas Calendar Month Futures,2
1102,UKG: WS,Future,UK NBP Natural Gas Calendar Month Futures,2
1103,NBD,Future,UK NBP Natural Gas Daily Futures,2
1104,TTF,Future,Dutch TTF Natural Gas Calendar Month Futures,2
1105,TTF-TTF,Future,Dutch TTF Natural Gas Calendar Month Futures,2
1106,TTF-TTG,Future,Dutch TTF Natural Gas Calendar Month Futures,2
1107,TTF-TTI,Future,Dutch TTF Natural Gas Calendar Month Futures,2
1108,TTF: SA,Future,Dutch TTF Natural Gas Calendar Month Futures,2
1109,TTF: SB,Future,Dutch TTF Natural Gas Calendar Month Futures,2
1110,TTF: WS,Future,Dutch TTF Natural Gas Calendar Month Futures,2
1111,FD:XS,Future,CIG Rockies Natural Gas (Platts IFERC) Basis Futures,2
1114,TTG-TTG,Future,Dutch TTF Natural Gas Calendar Month Futures,2
1117,TTS,Future,TAS on Dutch TTF Natural Gas Financial Calendar Month Futures (NYMEX TTG),2
1118,TTD,Future,Dutch TTF Natural Gas Daily Futures,2
1119,JKM,Future,LNG Japan/Korea Marker (Platts) Futures,2
1120,JKM-JKM,Future,LNG Japan/Korea Marker (Platts) Futures,2
1121,JKM-NWM,Future,LNG Japan/Korea Marker (Platts) Futures,2
1122,JKM:SA,Future,LNG Japan/Korea Marker (Platts) Futures,2
1123,JKM:SB,Future,LNG Japan/Korea Marker (Platts) Futures,2
1124,NWM,Future,LNG North West Europe Marker (Platts) Futures,2
1125,NWM-NWM,Future,LNG North West Europe Marker (Platts) Futures,2
1126,NWM:SA,Future,LNG North West Europe Marker (Platts) Futures,2
1127,NWM:SB,Future,LNG North West Europe Marker (Platts) Futures,2
1128,JKY,Future,LNG Japan/Korea Marker (Platts) Yen Denominated Futures,2
1129,MT2,Future,Methanol T2 FOB Rdam (ICIS) Futures,2
1130,MTH,Future,Methanol FOB Houston (Argus) Futures,2
1131,LNG,Future,U.S. LNG Export Futures,2
1132,LNG-LNG,Future,LNG Japan/Korea Marker (Platts) Futures,2
1134,CPO,Future,Malaysian Crude Palm Oil Calendar Futures,2
1135,OPF,Future,Malaysian Palm Olein Calendar Futures,2
1136,POG,Future,Malaysian Palm Oil - GasOil Spread Futures,2
1138,MBA,Future,Argus Butane (Saudi Aramco) Futures,2
1139,A9N,Future,Argus Propane (Saudi Aramco) Futures,2
1140,A9N-A9N,Future,Argus Propane (Saudi Aramco) Futures,2
1141,A9N:SA,Future,Argus Propane (Saudi Aramco) Futures,2
1142,A9N:SB,Future,Argus Propane (Saudi Aramco) Futures,2
1143,A7E,Future,Argus Propane Far East Index Futures,2
1144,A7E-A7E,Future,Argus Propane (Saudi Aramco) Futures,2
1145,A7E:SA,Future,Argus Propane (Saudi Aramco) Futures,2
1146,A7E:SB,Future,Argus Propane (Saudi Aramco) Futures,2
1147,22,Future,Argus Propane Far East Index BALMO  Futures,2
1148,A91,Future,Argus Propane Far East Index vs. European Propane CIF ARA (Argus) Futures (91),2
1149,3NA,Future,Argus Propane Far East Index vs. Japan C&F Naphtha (Platts) Futures,2
1150,3NB,Future,Argus Propane Far East Index vs. Japan C&F Naphtha (Platts) BALMO Futures,2
1151,CGB,Future,Conway Natural Gasoline (OPIS) BALMO  Futures,2
1152,A8L,Future,Conway Natural Gasoline (OPIS) Futures,2
1153,A8L-A8L,Future,Conway Natural Gasoline (OPIS) Futures,2
1154,A8L:SA,Future,Conway Natural Gasoline (OPIS) Futures,2
1155,A8L:SB,Future,Conway Natural Gasoline (OPIS) Futures,2
1156,CBB,Future,Conway Normal Butane (OPIS) BALMO  Futures,2
1157,A8M,Future,Conway Normal Butane (OPIS) Futures,2
1158,A8M-A8M,Future,Conway Normal Butane (OPIS) Futures,2
1159,A8M:SA,Future,Conway Normal Butane (OPIS) Futures,2
1160,A8M:SB,Future,Conway Normal Butane (OPIS) Futures,2
1161,CPP,Future,Conway Physical Propane In-Well (OPIS) Futures,2
1162,CPB,Future,Conway Propane (OPIS) BALMO  Futures,2
1163,A8K,Future,Conway Propane (OPIS) Futures,2
1164,A8K-A8K,Future,Conway Propane (OPIS) Futures,2
1165,A8K:SA,Future,Conway Propane (OPIS) Futures,2
1166,A8K:SB,Future,Conway Propane (OPIS) Futures,2
1167,C3D,Future,Daily Mont Belvieu LDH Propane (OPIS) Futures,2
1168,C5D,Future,Daily Mont Belvieu Natural Gasoline (Non-LDH) (OPIS) Futures,2
